DISTANCIA1;DISTANCIA2;DISTANCIA3;DISTANCIA4
154.00324671902212;211.10187114282053;88.95504482602435;151.43315356948756
159.31415505221122;210.67985190805504;89.56003573022959;155.08062419270823
154.02921800749363;212.51352898109803;90.55385138137417;153.6522046701576
152.47294842036735;210.21179795625173;86.09297300012354;150.88074761214565
151.75308893067054;206.64946164943183;83.21658488546619;147.27525250360293
147.36349615830918;202.72641663088706;85.37564055396598;143.96180048887967
151.92103211866353;205.8275977608445;81.58431221748455;139.2300254973761
153.57408635573907;205.86646157157313;78.26237921249263;136.4587849865299
143.61058456812992;198.31288409984865;83.18653737234169;135.91173606425605
144.06942770761603;199.15069670980316;80.89499366462674;129.5414991421668
137.87313008704777;197.57024067404484;85.15867542417507;129.1394595001853
142.1442928857856;201.22872558360052;84.09518416651456;121.07848694132248
139.05754204644924;194.50963986394095;83.21658488546619;119.47384651043926
144.49913494550754;203.85534086699815;86.00581375697809;119.70797801316336
148.33745312630927;219.40145851839728;85.00588214941364;132.84953895290718
153.3101431738944;220.05681084665386;86.02325267042627;131.2288078129189
153.73028328862208;224.0892679268688;86.02325267042627;138.7984149765407
154.05518491761322;216.27991122617004;85.0235261559999;141.8344104933637
151.2679741386127;210.535032714273;89.35882720806042;145.60906565183365
150.05332385522155;208.83007446246816;90.55385138137417;149.56603892595405
150.00333329629711;209.34421415458323;90.44888059008801;150.0966355385756
147.0;208.58091954922435;91.26883367283708;150.41608956491322
147.08500943332058;209.78083801910984;92.34717104492157;148.94965592440957
149.21461054467824;209.88091861815357;89.08984229416954;147.87156589419075
148.75819305167698;208.12496246245908;85.05292469985967;145.34441853748632
145.8800877433243;201.41995928904365;82.38931969618392;143.54441821262157
167.83920876839238;185.60711193270586;100.4987562112089;143.69411957348845
161.40012391568973;118.82760622010359;112.0044641967453;58.52349955359813
147.80054127099805;114.9826073804208;106.94391053257777;58.52349955359813
146.81961721786362;113.0;111.89280584559492;62.39390995922599
166.1836333698358;119.85407794480753;123.43419299367578;58.9406481131655
157.7244432546839;115.52056094046635;115.96551211459379;62.0966987850401
143.54441821262157;107.07940978544848;111.51681487560519;57.48912940721924
145.7737973711325;108.67382389517726;117.47765745025733;63.56886030125127
157.87653403846943;119.03780911962384;130.36103712382777;63.12685640834652
177.1383639983163;135.5949851580065;133.98880550254935;79.93122043357026
144.27751037497146;112.8716084761797;119.57006314291216;54.08326913195984
141.9929575718458;111.75866856758807;118.70130580579136;62.24146527838174
150.86417732516887;124.45481107614924;133.2816566523691;56.43580423808985
153.05227865013967;118.82760622010359;127.47548783981962;61.1310068623117
169.11830178901394;127.47548783981962;133.09395177843356;55.036351623268054
151.09268678529745;122.18837915284743;128.00390619039717;53.23532661682466
145.67086187704115;116.40017182117903;130.0;69.92138442565336
149.9333185119305;123.79418403139947;126.60568707605516;63.89053137985315
154.20765220960988;121.43310915891102;126.15070352558483;54.3323108288245
159.76545308670458;115.15641536623133;103.46496991735899;57.28001396647874
163.24827717314508;119.68291440301745;111.36426715962351;59.665735560705194
173.25414857947845;119.50732195141852;125.19584657647394;70.06425622241343
184.04347312523745;138.75518008348374;141.7391971192161;80.65358020571685
189.02116283633427;147.95945390545344;150.04665940966495;86.81589716175259
188.904737897174;147.2311108427835;148.94965592440957;76.53757247260981
197.3068675946177;140.57738082636197;155.3962676514465;70.02856560004639
180.40509970618902;135.44740676735012;136.82470537150812;62.36184731067546
166.96406799069075;128.9961239727768;135.20724832641184;58.137767414994535
154.31137352768266;124.73972903610141;128.6001555209013;60.876925020897694
149.4824404403407;123.0447073221762;130.09611831257686;68.35202996254024
162.2004932174992;128.76334882255898;142.3938200906205;73.16419889536138
174.64249196572982;139.29106216839614;138.13399291991817;70.178344238091
178.2133552795637;136.93794214898952;143.42245291445826;65.62011886609167
172.35138525698017;135.14806694880988;138.00362314084367;62.64982043070834
157.1146078504478;126.24183141890805;129.3213052826177;61.61168720299745
154.20765220960988;122.18837915284743;135.20724832641184;73.76313442364011
164.80594649465777;131.64345787011217;142.88806808127822;71.84705978674423
175.41379649275024;135.5322839769182;140.1606221447379;73.06161783043132
177.23430819116257;135.0148140020198;138.2316895650198;71.0
177.49647883831386;136.06616037795732;139.9428454762872;65.30696746902278
164.07315441594946;131.84839779079607;132.85330255586422;63.89053137985315
153.44380078712857;126.90547663517127;126.01587201618692;61.35144660071187
152.41062955056645;121.51131634543344;126.81088281373961;56.00892785976178
147.898613921835;116.66190466471906;128.84486796143648;61.84658438426491
150.33296378372907;123.58397954427588;133.6899397860587;69.07966415668217
161.60445538412608;130.18832512940628;139.43098651304163;73.00684899377592
173.24260445975753;133.98880550254935;137.71347065556077;64.8459713474939
167.0478973228936;120.81390648431164;111.07204868912791;58.872744118140105
166.82026255823962;121.80722474467596;115.39497389401325;67.05221845696084
165.89454481688057;119.03780911962384;116.27553482998907;70.03570517957252
175.2369823981228;129.87686476043376;119.4361754243663;64.8459713474939
162.3730273167314;127.12198865656563;112.6809655620682;60.728905802755904
147.27185746095552;118.94956914591998;113.01769772916099;58.52349955359813
145.34441853748632;121.59769734661919;115.12167476196652;59.481089431852205
141.4213562373095;115.69356075426151;122.80065146407001;67.62396025078685
145.83552379307312;117.09824934643558;131.40015220691336;74.63243262818116
151.85519418182574;125.02799686470227;127.02755606560333;66.48308055437865
150.07331541616585;124.1491039033307;125.67020331009256;65.92419889539804
146.37281168304446;122.24974437601087;124.2014492669067;64.62197768561404
145.04137340772803;119.64113005150027;126.37246535539299;69.28924880528002
152.0690632574555;124.77980605851253;134.2013412749664;71.78439941937245
153.45683432157722;132.06059215375342;141.73566946961517;58.309518948453004
161.9783936208777;128.16005617976296;133.73481222179961;59.0
159.26079241294764;123.9395013706284;133.86933928274988;61.00819617067857
153.48289807011074;121.06196760337245;133.00375934536586;72.03471385380801
162.00308639035245;125.89678312014172;139.7891269019161;74.43117626371358
171.40595088852663;131.38112497615478;137.55726080436466;67.68308503607086
164.07315441594946;128.89142717807107;132.07573584879245;64.19501538281614
149.4824404403407;122.3315167894194;123.42204017111368;62.96824596572466
148.67750334196495;121.1486689980538;131.54847015454038;68.70953354520753
163.22070947033652;128.00390619039717;140.1606221447379;71.25307010929424
174.04022523543227;136.23509092741122;137.92751719653333;59.682493245507096
175.41379649275024;128.65457628860312;139.61733416735902;63.0
162.85576440519384;125.1718818265508;132.06059215375342;64.76109943476871
160.20611723651504;126.09916732476864;138.43771162512041;71.06335201775947
165.3027525481654;134.03357788255897;135.36986370680884;65.76473218982953
166.93112352104984;132.23085872821065;137.59360450253493;66.76076692189807
159.11316727411344;125.93649193144932;131.46862743635836;65.45991139621256
158.61904047118682;123.0447073221762;133.13526955694348;59.53990258641679
156.7322557739791;119.50732195141852;132.06059215375342;59.0
145.7737973711325;118.71394189394942;129.5414991421668;63.324560795950255
156.40012787718558;129.1239714383042;139.08630414242805;69.46221994724903
165.0969412193939;135.05924625881784;136.4587849865299;64.6297145282261
163.41664541900252;129.46814279968643;139.8177385026664;67.1863081289633
154.62535367784935;129.18978287774928;135.83077707206124;68.4470598345904
158.25612152457168;132.09466302617983;137.84411485442533;67.446274915669
161.72198366332265;134.05968819895114;142.57980221616245;68.6804193347711
159.11316727411344;129.2594290564522;136.48443134658254;63.06346010171025
155.87815754620658;129.75746606650424;138.3979768638256;70.00714249274856
165.0;139.51702405083043;145.96232390586277;71.19691004531025
175.6957597667058;144.183910336764;148.18906842274163;73.55270219373317
174.0028735394907;139.29106216839614;146.12323566086263;69.26037828369117
189.90787240133042;141.50971698084905;151.47607071745688;59.53990258641679
154.1557653803451;120.50311199301038;126.40015822774906;52.952809179494906
154.6156525064652;126.77539193392383;141.35416513141735;68.00735254367721
176.81911661356077;146.2942240828393;149.00335566691106;73.97972695272672
184.6212338816963;146.99659860010368;150.08331019803634;81.74350127074322
194.4556504707436;140.089257261219;155.1934276958918;68.18357573492314
186.07794065928394;139.00359707575916;133.6899397860587;65.92419889539804
173.9482681718907;119.20570456148481;108.15729286552988;63.324560795950255
185.64751546950473;127.56566936288148;117.38824472663352;71.02112361825881
192.87560758167425;131.06105447462264;128.82546332150332;80.02499609497022
199.2786993132984;140.69825869569246;140.06427096158393;84.34453153583817
184.70787747142785;141.2834031300209;140.63072210580447;76.68767828015137
195.5326059765992;137.01459776242822;148.00337833982033;72.78049189171504
188.83061192507955;143.85061696079026;149.88328792764054;70.06425622241343
210.52315787105226;151.6047492659778;161.75598906995685;68.18357573492314
197.31446981911895;155.15798400340216;177.0197729068705;77.46612162745726
189.50989420080418;152.55490814785344;167.80047675736802;76.90253571892151
175.82377541163197;145.67086187704115;153.39491516996253;80.49844718999243
166.97305171793442;137.6117727521886;144.26711336961034;73.38937252763509
158.61904047118682;132.9812016790343;133.96268137059664;71.11961754677819
151.74320413119;128.2692480682724;125.4312560727987;64.51356446515724
159.84054554461454;129.87686476043376;128.1288414058287;66.12110101926616
161.64467204334326;122.97154142320898;128.63125592172378;75.69015788066504
171.7032323516363;127.3184982632139;135.5949851580065;69.00724599634447
183.17477992343814;136.03308421115798;142.3938200906205;66.0
175.41379649275024;150.88074761214565;150.45597362683876;75.96051605933177
190.22355269524328;139.70325694127536;163.97560794215707;76.4198926981712
191.637678967368;146.16771189288008;166.58031096140985;75.18643494673756
191.4001044931794;150.26975743641833;170.0;86.97700845625813
195.8494319624134;150.16324450410627;146.18481453283715;83.48652585896721
191.1674658512792;141.2267680009707;139.43098651304163;78.31347265956222
175.82377541163197;129.98846102635417;126.90941651429968;69.72087205421343
161.64467204334326;116.52038448271615;121.23530838827442;70.3420215802759
168.04761230080004;121.41251994749142;119.95415791042844;69.87131027825369
200.12246250733574;132.03408650799233;143.0314650697531;85.15867542417507
214.40149253211834;156.60459763365824;168.62087652482418;97.29337079164233
214.72074888095935;160.0781059358212;165.94577427581578;111.32834320154055
214.2545215392198;150.6154042586614;141.24092891226678;86.14522621712709
193.05180651835403;142.97202523570826;131.48764200486676;70.00714249274856
173.31185764395926;130.75167302944922;129.24782396620841;67.06713054842886
183.09560344257315;141.35416513141735;145.0551619212498;95.70788891204319
207.17142660125697;162.69296235547498;160.0656115472652;112.60550608207397
208.5976989326584;148.0135128966271;156.42570121306792;87.47571091451616
193.7937047481161;141.7603611733548;139.2300254973761;76.68767828015137
173.35801106380978;132.2800060477773;127.06297651164952;65.5133574166368
172.55723688098394;128.87590930814028;135.20724832641184;72.0
