DISTANCIA1;DISTANCIA2;DISTANCIA3;DISTANCIA4;POSICION
134.08206442324789;183.53473785635242;78.84795495128583;136.8575902169843;Izquierda
134.72935834479432;184.2878183711555;79.40403012442127;132.60844618650805;Izquierda
134.45073447177595;184.04347312523745;77.4919350642375;133.1465358167459;Izquierda
131.18688958886096;192.52012881774206;77.3692445355388;138.67948658687772;Izquierda
133.18408313308313;191.7837323653912;76.68767828015137;141.4496376806954;Izquierda
126.4792473095883;166.97305171793442;63.06346010171025;144.81022063376605;Izquierda
129.65338406690356;167.88686666919483;69.02897942168927;148.67750334196495;Izquierda
133.09395177843356;175.06855799943062;72.00694410957877;145.41664278891878;Izquierda
138.00362314084367;176.7766952966369;70.57619995437555;143.45033983926285;Izquierda
135.00370365289984;180.3247071257846;72.00694410957877;140.91131963046828;Izquierda
137.03284277865654;184.5670609832643;73.24616030891995;143.12232530251876;Izquierda
120.10412149464314;167.36188335460378;67.89698078707183;135.66502865514016;Izquierda
129.18978287774928;163.37686494727458;68.94200461257273;137.0;Izquierda
129.18978287774928;163.37686494727458;68.94200461257273;137.0;Izquierda
121.0;163.24827717314508;69.2314957226839;140.0;Izquierda
190.60167890131504;215.23243250030885;101.41498903022176;172.7917822120022;Izquierda
134.4953530795767;169.85287751463028;66.48308055437865;146.98639392814562;Izquierda
133.5402561027947;177.1383639983163;71.02816342831905;149.00335566691106;Izquierda
137.87313008704777;182.25805880673698;75.66372975210778;147.13938969562162;Izquierda
138.32208789632983;182.22239159883728;78.31347265956222;145.90750494748377;Izquierda
140.68759717899798;185.82787734890587;75.1065909225016;144.18044250174847;Izquierda
139.84634424968;162.80049139974977;74.09453421137081;128.89142717807107;Izquierda
145.03103116229988;175.07141400011596;77.38862965578342;135.95955280891445;Izquierda
141.6756859873987;179.49373248110922;79.37883848986453;137.7425134081704;Izquierda
142.04576727238302;187.608635195718;85.23496934944014;139.5886814895821;Izquierda
128.76334882255898;168.77203559831824;65.03076195155643;141.77799547179387;Izquierda
134.21251804507656;174.61385970191483;69.46221994724903;142.6954799564443;Izquierda
132.00378782444085;170.60187572239644;64.93843238021688;139.31618714277246;Izquierda
131.47243057006287;170.03823099526764;69.00724599634447;137.6154061142865;Izquierda
134.8517704741024;176.17321022221284;70.00714249274856;135.38463723776047;Izquierda
137.8985134075056;176.70880000724355;74.67261881037788;132.9135057095403;Izquierda
147.46185947559457;181.11046352985792;85.42833253669417;135.07035203922436;Izquierda
151.16216457830973;192.77447963877376;87.84645695758026;140.00357138301865;Izquierda
133.3604139165742;178.54971296532514;66.48308055437865;144.00347218036097;Izquierda
131.24023773218335;170.07351351694948;67.06713054842886;142.21462653327893;Izquierda
137.0875632579411;174.73408368146153;71.11258679024411;141.0319112825179;Izquierda
139.46325680981354;180.62391868188442;72.24956747275377;136.1653406708183;Izquierda
145.8389522727039;188.8200201249857;78.08969202141856;143.7358688706476;Izquierda
152.7121475194426;193.49418595916518;84.48076704197234;143.17122615944868;Izquierda
152.84632805533798;188.60540819393276;92.17917335276988;137.82960494755835;Izquierda
152.0855022676389;188.09572031282372;92.66067126888301;137.92751719653333;Izquierda
153.37861650177967;190.8821626030049;85.42833253669417;139.5886814895821;Izquierda
153.1012736720371;190.8219064992277;85.492689745966;139.54210834009928;Izquierda
150.1532550429727;193.60010330575756;79.12016177940993;148.47558721890948;Izquierda
152.0855022676389;193.21490625725542;77.12976079309465;150.26975743641833;Izquierda
151.63442880823604;192.77447963877376;73.43704787094863;147.648230602334;Izquierda
130.24976007655445;170.07351351694948;72.02777242147643;143.17821063276352;Izquierda
134.8369385591352;176.4652940382329;68.8839603971781;140.52757736472938;Izquierda
137.6117727521886;180.31361568112376;69.00724599634447;135.56548233234005;Izquierda
140.68759717899798;183.91846019364124;71.06335201775947;138.53880322855397;Izquierda
141.79210133149166;187.77912557044246;72.3394774656273;138.7984149765407;Izquierda
149.90663761154806;194.48650338776724;75.92759709091287;142.6954799564443;Izquierda
152.82997088267732;196.02295783912658;75.96051605933177;148.92279879185725;Izquierda
153.80507143784303;193.00259065618783;75.18643494673756;147.59742545180114;Izquierda
150.1532550429727;192.62658175859323;78.44743462982075;152.0690632574555;Izquierda
151.99013125857877;193.80660463462024;73.824115301167;149.37201879870273;Izquierda
140.07141035914503;182.5212316416915;77.41446893184762;144.77914214416384;Izquierda
148.29699929533302;189.58902921846507;69.85699678629192;157.78466338652817;Izquierda
151.4199458459816;188.2153022471871;74.72616676907762;151.81897114655993;Izquierda
154.7804897265802;191.02355875650522;75.28612089887484;147.73286702694156;Izquierda
151.64761785138597;190.64626930522402;82.96987405076617;148.12494725737457;Izquierda
151.92103211866353;193.40372281835735;87.84645695758026;144.75496537252184;Izquierda
150.57224179774968;189.8341381311591;87.66413177577246;143.38758663147937;Izquierda
151.24152868838638;192.27584351654787;87.66413177577246;141.52384958020326;Izquierda
156.46724896923317;197.40820651634522;83.21658488546619;146.76852523616907;Izquierda
158.15182578775372;196.3797341886377;75.31268153505093;148.47558721890948;Izquierda
153.52524222420234;193.31321734428818;75.66372975210778;148.07092894960846;Izquierda
153.57408635573907;196.468827043885;72.53275122315436;147.13938969562162;Izquierda
150.47923444781344;192.753728887407;70.57619995437555;150.08331019803634;Izquierda
134.3726162579266;173.31185764395926;70.45565981523414;143.96180048887967;Izquierda
140.60227594174995;178.75122377203465;71.449282711585;142.35870187663275;Izquierda
142.55525244620065;181.40011025354974;73.43704787094863;140.1606221447379;Izquierda
146.98639392814562;190.41270965983338;78.16009211867653;144.4749113168096;Izquierda
146.5639792036229;189.25115587493778;81.32035415564789;142.66744548074027;Izquierda
148.94629904767692;190.8219064992277;84.43340571124678;142.6639407839276;Izquierda
147.7057886475679;189.4887859478761;83.48652585896721;141.77799547179387;Izquierda
147.7057886475679;189.16923639957952;80.0812087820857;143.1258187749506;Izquierda
146.24978632463024;191.70028690641024;78.85429601486528;142.22517358048822;Izquierda
140.356688476182;192.85227507084275;76.2954782408499;140.1606221447379;Izquierda
142.27438279606065;189.76037521042164;74.96665925596525;144.05901568454507;Izquierda
123.03657992645927;172.58621034138272;68.26419266350405;133.46160496562297;Izquierda
128.09761902549164;177.89041570584965;71.11258679024411;134.71822445385777;Izquierda
129.24782396620841;180.23595645708434;72.00694410957877;131.9280106724876;Izquierda
133.06013678032951;184.76471524617463;69.18092222571191;130.14222988715076;Izquierda
132.00378782444085;183.22117781522965;70.11419257183242;129.29423807734048;Izquierda
136.09188072769072;186.31693428134759;69.35416353759881;129.71121771072848;Izquierda
136.4734406395618;185.80096878111266;74.14849964766651;131.9280106724876;Izquierda
136.4734406395618;186.01075237738274;75.13321502504735;131.03434664239754;Izquierda
135.20355024924456;193.2174940319846;81.39410298049853;135.50645741070792;Izquierda
141.59802258506295;196.8146336022807;84.48076704197234;138.6542462386205;Izquierda
146.24978632463024;195.6016359849784;82.21921916437786;142.21462653327893;Izquierda
149.164338901763;193.60010330575756;78.44743462982075;143.55835050598765;Izquierda
147.220922426128;190.8821626030049;77.87810988975015;142.6639407839276;Izquierda
149.26486525636233;189.992105099133;84.48076704197234;141.3223266154361;Izquierda
151.82226450688975;193.6620768245554;86.40023148117139;144.02777509911067;Izquierda
153.37861650177967;194.982050455933;87.5956619930462;144.4506836259351;Izquierda
154.12008305214476;196.4001018329675;80.99382692526635;148.92279879185725;Izquierda
151.38031576133008;193.60010330575756;78.44743462982075;148.47558721890948;Izquierda
148.2767682410161;193.00259065618783;78.08969202141856;148.92279879185725;Izquierda
145.7840869230932;192.85486771144772;77.92945527847606;146.74126890551273;Izquierda
139.44174410842686;193.65949499056327;79.51100552753688;146.23952953972466;Izquierda
129.71121771072848;171.95929750961417;69.02897942168927;143.10835055998655;Izquierda
135.83077707206124;177.85949510779568;71.449282711585;139.98928530426892;Izquierda
135.44740676735012;183.8069639594757;72.06247289678588;136.41847382227965;Izquierda
136.7186892857008;184.6131089603336;71.0;135.988970140964;Izquierda
136.03308421115798;188.50198937942272;76.16429609731846;132.9699214108213;Izquierda
138.2931668593933;187.20042734993956;75.1065909225016;132.8834075421006;Izquierda
136.01470508735443;189.62067397834025;75.0066663703967;131.94695904036593;Izquierda
142.68847185389575;195.6016359849784;75.31268153505093;132.3782459469833;Izquierda
140.69825869569246;195.6016359849784;77.64663547121665;136.40014662748717;Izquierda
137.6154061142865;192.85486771144772;78.16009211867653;133.2816566523691;Izquierda
143.8923208513922;196.60366222428308;79.2464510246358;134.6476884316994;Izquierda
142.28492541376264;198.21705274773913;76.16429609731846;139.0898989862312;Izquierda
140.91131963046828;193.00259065618783;75.23961722390672;138.6542462386205;Izquierda
138.2931668593933;194.91793144808406;75.32595834106593;130.0;Izquierda
194.4453650771856;186.53149868051776;133.79461872586654;133.2216198670471;Arriba
197.62590923257;195.94131774590065;133.00375934536586;135.66502865514016;Arriba
193.3416664870767;195.35864454894235;137.3608386695422;134.01492454200763;Arriba
189.01058171435798;182.70467974302136;137.2953021774598;133.68619973654722;Arriba
177.73013250431114;177.00282483621552;136.56134152826706;137.43725841270262;Arriba
172.59490143106777;164.83021567661677;138.59292911256333;134.46932735757994;Arriba
168.2914139223983;148.12494725737457;132.94359706281458;128.3160161476345;Arriba
155.21919984331836;144.20124826089406;132.45754036671525;127.27922061357856;Arriba
149.68299836654796;142.80056022299073;125.25573839150046;124.52309022827855;Arriba
156.02884348735012;157.4325252290644;124.73972903610141;127.91403363196706;Arriba
157.63248396190426;160.70469812671936;129.18978287774928;127.40486646906389;Arriba
179.4017837146554;175.64168070250295;129.07362240210043;129.0155029444136;Arriba
186.81541692269406;178.73443988218946;137.44089638822936;130.59862173851607;Arriba
176.47662734764623;166.58031096140985;133.6899397860587;127.47548783981962;Arriba
158.80806024884254;155.8717421471897;126.58988901172162;123.76186811776881;Arriba
152.7612516314265;136.34148304899725;128.00390619039717;121.63058825805291;Arriba
144.58907289280197;123.89108119634763;122.9186723000212;118.92854997854805;Arriba
139.0323703315167;109.59014554237986;121.40016474453401;117.51595636338071;Arriba
136.56134152826706;120.93386622447825;115.36463929644994;109.78615577567146;Arriba
138.6001443000692;142.43595051811886;117.0341830406826;111.12605455067681;Arriba
143.60013927569847;146.81961721786362;116.27553482998907;115.62439189029277;Arriba
166.96406799069075;160.75136080294934;122.3315167894194;123.40583454602137;Arriba
168.6001186239203;170.66048165876012;125.15989773086265;129.80754985747168;Arriba
166.96406799069075;166.35504200354134;127.34991166074674;130.60245020672468;Arriba
152.3056138164316;148.94629904767692;128.08200498118384;129.72663566130126;Arriba
147.07821048680188;138.13037319865606;125.25573839150046;127.01574705523721;Arriba
143.62799170078233;132.87964479181903;125.93649193144932;124.84390253432484;Arriba
138.59292911256333;131.65485179058157;125.15989773086265;124.57929201917949;Arriba
137.18600511714013;130.59862173851607;124.52309022827855;121.69634341261039;Arriba
146.0;140.71957930579526;124.73972903610141;123.1665539016173;Arriba
149.80320423809366;148.05404418657398;123.98790263570072;124.84390253432484;Arriba
159.5054857990784;163.40440630533806;124.32618388738553;123.43419299367578;Arriba
168.04761230080004;160.90991268408544;126.81088281373961;124.19742348374221;Arriba
177.85949510779568;175.1142484208524;129.49517365523704;130.59862173851607;Arriba
171.20747647226156;169.19810873647495;130.86252328302402;131.36590120727678;Arriba
162.18816233005415;153.1012736720371;130.83195328359201;133.30416347586447;Arriba
154.8967397978408;140.34600101178515;130.8166656049603;129.4488315899375;Arriba
147.78700890132393;133.4541119636259;128.00390619039717;127.34991166074674;Arriba
140.0142849854971;129.80754985747168;125.15989773086265;123.76186811776881;Arriba
142.1442928857856;129.63024338479042;123.84264209067892;121.6552506059644;Arriba
144.9586147836685;128.6001555209013;123.10970717209915;122.42957159118053;Arriba
152.7939789389621;136.48443134658254;125.99206324209474;123.10970717209915;Arriba
154.26276284314372;159.45532289641508;125.09996003196804;121.16517651536682;Arriba
163.8078142214223;167.53805537847214;125.1758762701504;130.24976007655445;Arriba
180.60177186284747;177.00282483621552;130.23056476879765;129.0155029444136;Arriba
182.20043907740728;180.0999722376436;131.52946437965906;133.22537295875736;Arriba
180.54362353736008;175.5135322418189;134.35028842544403;133.22537295875736;Arriba
173.23394586512194;172.69916039170545;132.9661611087573;135.0;Arriba
163.51758315239374;160.58953888718904;133.64505228402584;131.71180660821565;Arriba
150.74813431681335;145.2067491544384;132.27622613304328;132.32157798333574;Arriba
143.55835050598765;135.4289481610191;127.40486646906389;127.34991166074674;Arriba
139.34489585198304;130.41855696180662;124.45079348883236;123.0447073221762;Arriba
135.10366390294527;129.8345100502944;125.15989773086265;125.15989773086265;Arriba
137.18600511714013;128.5496013218244;123.0690862889621;122.38055401083949;Arriba
145.72576985557495;135.41787178950938;124.52309022827855;124.57929201917949;Arriba
148.16544806398016;145.24462124292245;125.25573839150046;126.15070352558483;Arriba
142.20056258679148;151.74320413119;122.494897852931;123.3288287465668;Arriba
160.3277892319357;166.4001201922643;124.65151423067431;127.7810627597063;Arriba
168.00297616411441;169.4609099468075;126.57408897558773;134.46560898608982;Arriba
167.20047846821492;171.96802028284213;130.11533345459327;135.8712625980932;Arriba
159.7904878270293;155.42522317822161;132.93607486307093;134.46932735757994;Arriba
153.05554547287727;146.01369798755184;128.70120434556935;128.81770064707723;Arriba
148.51935900750448;137.63720427268203;128.00390619039717;128.08200498118384;Arriba
146.37281168304446;133.80956617521784;127.98828071350908;126.62148316932637;Arriba
140.71602609511115;126.01587201618692;124.45079348883236;120.91732712891069;Arriba
145.45446022724775;120.93386622447825;120.34118164618461;119.09659944767525;Arriba
137.64446955835166;120.95040305844375;121.82774724995944;118.3427226321923;Arriba
140.71602609511115;130.0;123.79418403139947;118.86967653695369;Arriba
147.41099009232656;142.41137595009747;121.0826164236634;119.20570456148481;Arriba
149.80654191322887;152.2005256232711;119.00420160649792;120.10412149464314;Arriba
154.01298646542764;156.16017418023074;118.0889495253472;120.42009799032718;Arriba
146.3488981851247;144.22205101855957;117.38824472663352;116.3872845288522;Arriba
129.5569372901351;113.20777358467925;115.10864433221339;115.27792503337315;Arriba
122.78843593759146;101.78899744078434;112.0446339634344;110.3177229641729;Arriba
118.92854997854805;98.812954616285;106.7941945987702;105.41821474489122;Arriba
122.38055401083949;108.23123393919151;104.9952379872535;101.11874208078342;Arriba
129.07362240210043;117.61377470347595;104.80935072788114;100.44899203078147;Arriba
141.8731828077456;130.6330739131557;108.70602559196064;104.9952379872535;Arriba
146.98639392814562;137.2953021774598;113.35784048754634;111.28791488746656;Arriba
145.09651959988565;132.07573584879245;113.14592347937243;114.21471008587291;Arriba
138.70832707519762;128.16005617976296;113.86395390991831;113.27841806805037;Arriba
137.2443077143821;122.4499897917513;114.10959644131601;115.62439189029277;Arriba
130.17680284904833;118.46096403457132;114.69088891450794;115.43396380615195;Arriba
126.0634760745554;114.62111498323509;112.60994627474076;114.10959644131601;Arriba
123.76186811776881;115.25623627379127;111.01801655587259;110.45361017187261;Arriba
123.76186811776881;111.66467659918243;111.73182178770737;110.3177229641729;Arriba
127.98828071350908;115.25623627379127;113.21660655575224;111.03603018840326;Arriba
129.4488315899375;113.6001760562016;111.73182178770737;111.80339887498948;Arriba
130.13838787997952;118.2285921425101;111.8659912573969;110.34491379306978;Arriba
135.5912976558599;128.42507543311004;115.10864433221339;113.14592347937243;Arriba
139.20129309744217;138.84163640637487;111.19802156513397;115.52056094046635;Arriba
143.22360140703069;142.41137595009747;113.84638773364749;119.85407794480753;Arriba
153.83757668398187;151.2679741386127;112.43220179290273;117.80067911519016;Arriba
156.236999459155;161.4465855941215;113.84638773364749;120.20815280171308;Arriba
161.15210206509875;164.83021567661677;115.26057435220423;121.21056059601408;Arriba
161.4187101918486;166.13849644197458;117.38824472663352;123.84667940643382;Arriba
162.8649747490233;164.83021567661677;116.67476162392619;124.80785231707178;Arriba
153.8083222715858;150.23315213360866;120.24142381059865;120.42009799032718;Arriba
144.3606594609487;135.6244815658294;120.96693763173474;121.0826164236634;Arriba
137.93114224133723;128.14054783713078;117.38824472663352;115.36463929644994;Arriba
130.10764773832474;117.00427342623003;114.5512985522207;114.56002793295748;Arriba
198.600100704909;199.60210419732553;125.99206324209474;140.1606221447379;Derecha
166.71232707871366;125.01599897613104;137.2953021774598;65.25335240430181;Derecha
173.31185764395926;125.60254774486066;138.2316895650198;76.92203845452875;Derecha
186.1316738225926;134.01492454200763;146.63219291819925;67.60177512462228;Derecha
182.58422713914803;148.0;145.43727170158274;86.76981041814025;Derecha
187.8776197422141;161.00310556011024;141.24092891226678;101.82828683622247;Derecha
191.17531221368517;149.75313018431368;156.41611170208776;72.44308110509934;Derecha
183.86951895297926;139.60659010233005;152.26621424334422;73.43704787094863;Derecha
187.8776197422141;140.03570973148243;154.40207252495026;70.25667228100119;Derecha
175.82377541163197;135.83077707206124;152.00328943809077;72.06247289678588;Derecha
173.95401691251627;135.05924625881784;154.8418548067673;79.0;Derecha
183.89671013914307;145.7737973711325;153.11760186209813;76.68767828015137;Derecha
189.9315666233499;142.50614021858848;152.86922515666782;71.25307010929424;Derecha
184.28510520386612;140.91131963046828;151.48927354766738;70.71067811865476;Derecha
173.4848696572701;134.97407158413796;148.22280526288793;74.81310045707235;Derecha
174.0;140.00357138301865;150.8011936292283;70.11419257183242;Derecha
183.86951895297926;148.6371420607918;155.08062419270823;77.4919350642375;Derecha
187.72320048411703;141.718029904455;153.40469353966978;71.02816342831905;Derecha
165.3027525481654;128.2692480682724;135.60235986147143;62.0;Derecha
165.0;124.61540835707277;142.12670403551894;66.03029607687671;Derecha
166.1715980545412;132.00378782444085;150.60212481900777;69.26037828369117;Derecha
170.66048165876012;132.54433220624713;144.03124660989366;66.03029607687671;Derecha
171.8254928699464;132.30646242719968;150.60212481900777;69.06518659932803;Derecha
166.35203635663737;129.5569372901351;146.60491124106312;70.34912934784623;Derecha
174.77127910500627;135.2368293032634;151.71684151734772;76.0;Derecha
183.89671013914307;142.28492541376264;153.39491516996253;68.18357573492314;Derecha
181.3201588351389;139.91783303067555;149.6262009141447;67.36467917239716;Derecha
161.37533888422976;122.9186723000212;122.4499897917513;61.0;Derecha
174.6682569902156;134.0;137.71347065556077;62.12889826803627;Derecha
173.24260445975753;134.00373129133382;143.6697602141801;67.11929677819934;Derecha
178.33115263464205;143.1258187749506;148.38463532320318;61.032778078668514;Derecha
161.72198366332265;123.14625451064275;127.1416532848303;63.150613615387776;Derecha
165.48715962273326;129.0968628588627;137.90576492663388;63.387695966961914;Derecha
176.18456232031227;139.74262055650738;152.12166183683374;71.02112361825881;Derecha
183.20753259623362;137.03284277865654;148.66068747318505;72.00694410957877;Derecha
178.33115263464205;139.51702405083043;148.38463532320318;65.12296062065974;Derecha
172.5340546095176;139.01438774457844;155.6181223379848;67.36467917239716;Derecha
176.69465187152667;147.36349615830918;153.7010084547268;71.11258679024411;Derecha
187.1095935541521;149.68299836654796;157.30543537970962;82.28000972289685;Derecha
190.26297590440447;152.31546211727817;153.83432646844463;81.27115109311545;Derecha
191.62724232217087;146.12323566086263;152.26621424334422;74.52516353554684;Derecha
181.01933598375618;139.43457247038842;150.33296378372907;71.56814934033156;Derecha
171.5925406304132;139.2300254973761;147.02720836634285;70.11419257183242;Derecha
185.60711193270586;154.7384890710776;152.26621424334422;80.52949770115296;Derecha
191.80198122021577;159.3988707613702;149.21461054467824;91.4166286842826;Derecha
189.805163259591;163.87800340497196;145.90750494748377;103.81233067415451;Derecha
193.2174940319846;159.76545308670458;148.4082207965583;95.88013350011565;Derecha
197.3854097951518;151.25144627407698;153.39491516996253;84.30895563343196;Derecha
192.33824372703418;144.01388821915754;156.92354826475216;73.02739212103907;Derecha
183.74166647769363;148.48568954616468;155.5538491969903;71.06335201775947;Derecha
188.2153022471871;155.502411556863;151.47607071745688;82.85529554590944;Derecha
192.09372712298546;159.76545308670458;148.94629904767692;98.79271228182775;Derecha
193.98195792392653;158.14550262337528;153.1012736720371;93.02150289046077;Derecha
194.164878389476;150.44268011438774;155.72411502397438;82.00609733428362;Derecha
193.05180651835403;150.02999700059985;156.5790535161073;69.02897942168927;Derecha
182.4828759089466;141.35416513141735;154.20765220960988;71.25307010929424;Derecha
180.62391868188442;149.96666296213968;155.92626462530293;69.18092222571191;Derecha
185.06755523321746;157.19096666157378;151.47607071745688;83.2586331859946;Derecha
191.4001044931794;159.53056133543816;147.33974345029924;94.51454914456292;Derecha
191.4001044931794;164.69365500832143;145.08618128546908;107.20074626605917;Derecha
193.65949499056327;164.9151296879701;148.38463532320318;98.4733466477097;Derecha
200.1724256734678;153.9415473483361;157.62296786953354;77.88452991448301;Derecha
191.637678967368;149.00335566691106;157.62296786953354;71.00704190430693;Derecha
182.70194306574848;144.0;159.15401345866212;74.52516353554684;Derecha
179.74426277353055;146.00342461736986;153.93829932800998;70.45565981523414;Derecha
178.99720668211557;146.11296999240005;155.72411502397438;74.00675644831355;Derecha
188.35339126227592;156.20499351813308;154.5477272560163;79.6994353806851;Derecha
191.80198122021577;157.64834283937145;155.08062419270823;83.21658488546619;Derecha
195.20758181996928;148.05404418657398;161.0372627685903;76.00657866263946;Derecha
184.7187050625897;145.08618128546908;156.5790535161073;73.348483283569;Derecha
174.82848738120455;135.03332921912278;153.7010084547268;76.53103945458993;Derecha
176.3887751530692;137.2953021774598;149.56603892595405;74.00675644831355;Derecha
179.8054504179448;142.772546380598;149.89329538041386;74.04052944165107;Derecha
